row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
140,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,200.0,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
141,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,250.0,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
142,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,320.0,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
143,Conley,2003,J Appl Phys,10.1063/1.1528306,HfO2 deposited using anhydrous Hf(NO3)4; thickness ~10 nm,HfO2,,,,10.0,180.0,Hf(NO3)4,None (nitrate decomposition),80.0,,,,,,,,1.3,,,,,,,,,,,Si,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
144,Lindblad,2024,CSMANTECH Conference,,HfO2 O3,HfO2,,,,20.0,250.0,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP,HfO2,,,,20.0,250.0,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al1%,HfO2,Al,1.0,,20.0,250.0,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al5%,HfO2,Al,5.0,,20.0,250.0,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Lindblad,2024,CSMANTECH Conference,,HfO2 O3 Al5%,HfO2,Al,5.0,,20.0,250.0,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al10%,HfO2,Al,10.0,,20.0,250.0,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,King,2013,PhD thesis,,HfO2 undoped,HfO2,,,,10.0,300.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,King,2013,PhD thesis,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,King,2013,PhD thesis,,Ti0.5Hf0.5O2 annealed,HfO2,Ti,50.0,,10.0,250.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,King,2013,PhD thesis,,Ce0.11Hf0.89O2 500C anneal,HfO2,Ce,11.0,,10.0,300.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,King,2013,PhD thesis,,Ce0.11Hf0.89O2 850C anneal,HfO2,Ce,11.0,,10.0,300.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,King,2013,PhD thesis,,Ce-doped HfO2 at 150C,HfO2,Ce,11.0,,10.0,150.0,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Huddersfield,2015,Huddersfield portal,,Ti0.1Hf0.9O2 as-deposited,HfO2,Ti,10.0,,10.0,250.0,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250.0,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 500C anneal,HfO2,Ti,50.0,,10.0,250.0,TDMAHf,H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Unknown,2010,Conference abstract,,Gd_xHf1-xO_y with x=11%,HfO2,Gd,11.0,,10.0,200.0,HfCl4,H2O,,,,,,,,,0.55,,,,,,,,,,,Si,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:1,AlHfO,Al,50.0,,70.0,370.0,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:2,AlHfO,Al,33.3,,70.0,370.0,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:3,AlHfO,Al,25.0,,70.0,370.0,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:4,AlHfO,Al,20.0,,70.0,370.0,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Gonta,2017,RIT conference,,Al-doped HfO2 film,HfO2,Al,,,10.0,250.0,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Gieraltowska,2008,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=300C; thickness=10nm; k=25.3,HfO2,,0.0,tetragonal,10.0,300.0,TDMAHf,O2_plasma,61,3.0,30,20.0,15,0.001,,100.0,1.64,700.0,5min,N2,25.0,21000.0,,Ni,0.0,0.57,,TiN,,none,0.0,Ni,50.0,n-type,1e+16,10.0,1.542,1e-06,25.3,872.85,-0.64,,,,,,,1.39e-07,7.77,,,,2.159,,1.04e+19,stable,,846000000000.0,,,,0.0,,,163.1,k_dielectric_constant,25.3
166,Conley,2020,Micromachines,,Expanded literature-priority ALD row; HfO2 HfCl4/O2_plasma; Tsub=280C; thickness=6nm; k=27.38,HfO2,,0.0,monoclinic+amorphous,6.0,280.0,HfCl4,O2_plasma,62,5.0,10,30.0,5,3e-05,,,0.97,400.0,2min,O2,25.0,12000.0,,,1.0,-0.02,,Si,(100),SiO2,1.0,TiN,80.0,n-type,1000000000000000.0,6.0,0.855,,27.38,1574.35,,,,-1.8,0.0117,,,1.07e-09,7.38,,,,,,,metastable,,-146000000000.0,,,1.87,1.0,,,,k_dielectric_constant,27.38
167,Wilk,2023,MDPI Materials,,Expanded literature-priority ALD row; HfO2 TEMAH/O3; Tsub=400C; thickness=7nm; k=28.42,HfO2,,0.0,monoclinic,7.0,400.0,TEMAH,O3,32,0.2,10,3.0,10,0.001,,,2.22,550.0,10min,O2,10.0,16500.0,550.0,,0.7,,,Si,(100),SiO2,0.7,Ni,30.0,n-type,1e+16,7.0,0.961,0.001,28.42,1400.7,,,,,,,,5.06e-09,6.06,,,,,,,stable,,,3210000000.0,,,0.7,,,,k_dielectric_constant,28.42
168,Kim,2007,Micromachines,,Expanded literature-priority ALD row; HfO2 TDMAH/O2_plasma; Tsub=250C; thickness=3nm; k=14.85,HfO2,,0.0,monoclinic+amorphous,3.0,250.0,TDMAH,O2_plasma,28,5.0,10,10.0,15,0.0001,,200.0,1.07,600.0,5min,N2+O2_plasma,25.0,18000.0,,,0.0,,350.0,TiN,,none,0.0,Pt,30.0,p-type,1e+18,3.0,0.788,,14.85,1707.75,,,0.48,,,,,5.71e-07,8.5,28.97,,,,,,metastable,,-1380000000000.0,,3.43,,0.0,,,,k_dielectric_constant,14.85
169,Gieraltowska,2007,Micromachines,,Expanded literature-priority ALD row; HfO2 HfCl4/O3; Tsub=320C; thickness=25nm; k=26.18,HfO2,,0.0,monoclinic,25.0,320.0,HfCl4,O3,123,2.0,5,3.0,15,0.001,,,2.03,550.0,60s,N2+O2_plasma,50.0,16500.0,550.0,Au,0.0,,,TiN,,none,0.0,Au,80.0,p-type,1000000000000000.0,25.0,3.724,,26.18,361.28,0.59,,,,,,,1.12e-08,6.64,,,yes,,,,stable,,,,,,0.0,,,,k_dielectric_constant,26.18
170,Gieraltowska,2003,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 TEMAH/O3; Tsub=275C; thickness=12nm; k=30.86,HfO2,,0.0,tetragonal,12.0,275.0,TEMAH,O3,132,1.0,10,0.5,30,3e-05,,,0.91,650.0,5min,N2,50.0,19500.0,650.0,TiN,1.0,,,Si,(100),SiO2,1.0,TiN,50.0,n-type,1e+18,12.0,1.517,0.001,30.86,887.22,,,,,,,,4.41e-07,5.71,27.52,,,5.655,,,anneal-stabilized,,,,,,1.0,,,,k_dielectric_constant,30.86
171,Cho,2014,Micromachines,,Expanded literature-priority ALD row; HfO2 TDMAHf/H2O; Tsub=400C; thickness=4nm; k=23.34,HfO2,,0.0,monoclinic,4.0,400.0,TDMAHf,H2O,24,3.0,20,60.0,5,1e-05,,,1.7,450.0,5min,O2,10.0,13500.0,450.0,,0.8,,,Si,(100),SiO2,0.8,Ni,10.0,n-type,1e+17,4.0,0.668,,23.34,2013.08,0.21,,7.43,,0.0299,,,3.6e-08,8.98,,,,7.967,1260000000.0,,metastable,48500000000.0,-782000000000.0,,,,0.8,,,-203.8,k_dielectric_constant,23.34
172,Conley,2025,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 HfCl4/O3; Tsub=400C; thickness=3nm; k=22.9,HfO2,,0.0,tetragonal,3.0,400.0,HfCl4,O3,20,0.5,15,2.0,5,0.0001,,,1.49,,,,,,,,0.0,,,TiN,,none,0.0,Al,10.0,n-type,1000000000000000.0,3.0,0.511,0.0001,22.9,2633.5,-1.12,,,,0.0736,,,1.69e-09,7.21,,2.92,yes,,,7.36e+18,metastable,,-508000000000.0,,,1.42,0.0,,140.9,,k_dielectric_constant,22.9
173,Conley,2021,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=250C; thickness=5nm; k=15.86,HfO2,,0.0,monoclinic+amorphous,5.0,250.0,TDMAHf,O2_plasma,30,1.0,15,30.0,30,0.001,,,1.65,600.0,30s,N2+O2_plasma,50.0,18000.0,600.0,TiN,0.3,0.49,,Si,(100),SiO2,0.3,TiN,30.0,p-type,1e+17,5.0,1.23,,15.86,1094.34,0.06,,,,,,,6.23e-08,8.54,,,,,,,stable,308000000000.0,,,,,0.3,,,,k_dielectric_constant,15.86
174,Gieraltowska,2007,MDPI Materials,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=400C; thickness=6nm; k=28.26,HfO2,,0.0,monoclinic,6.0,400.0,HfCl4,H2O,40,2.0,20,0.1,20,1e-05,,,1.5,650.0,30s,O2,25.0,19500.0,,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,TiN,30.0,p-type,1000000000000000.0,6.0,0.828,1e-06,28.26,1624.95,1.05,,0.48,,0.0758,,,5.4e-07,7.29,,,,,,,anneal-stabilized,571000000000.0,,,,,0.8,,86.6,,k_dielectric_constant,28.26
175,Conley,2019,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=85C; thickness=7nm; k=24.07,HfO2,,0.0,tetragonal,7.0,85.0,HfCl4,H2O,48,5.0,30,2.0,30,1e-05,,,1.45,550.0,30s,N2+O2_plasma,10.0,16500.0,550.0,TiN,0.8,,450.0,Si,(100),SiO2,0.8,TiN,30.0,n-type,1e+17,7.0,1.134,,24.07,1186.31,,,5.54,165.8,0.0454,,,1.48e-06,7.88,,,,,,,anneal-stabilized,167000000000.0,,,,,0.8,,150.4,,k_dielectric_constant,24.07
176,Hausmann,2004,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=100C; thickness=3nm; k=14.54,HfO2,,0.0,monoclinic,3.0,100.0,HfCl4,H2O,17,2.0,15,5.0,30,3e-05,,,1.79,400.0,60s,O2,10.0,12000.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,TaN,20.0,p-type,1e+18,3.0,0.805,2.5e-05,14.54,1672.1,,0.53,,,,,,2.65e-09,7.45,,,,,,,anneal-stabilized,202000000000.0,,,,,1.0,,,,k_dielectric_constant,14.54
177,Hausmann,2025,Journal of Applied Physics,,Expanded literature-priority ALD row; HfO2 TDMAH/H2O; Tsub=400C; thickness=4nm; k=15.86,HfO2,,0.0,monoclinic+amorphous,4.0,400.0,TDMAH,H2O,25,3.0,20,0.5,20,0.0001,,,1.6,450.0,2min,O2,10.0,13500.0,450.0,,0.3,-0.04,,Si,(100),SiO2,0.3,TiN,10.0,n-type,1e+17,4.0,0.984,0.0001,15.86,1367.92,,,,-205.2,,,,2.92e-09,7.44,,2.76,,,,4.02e+20,anneal-stabilized,,,,,,0.3,,133.5,,k_dielectric_constant,15.86
178,Cho,2017,MDPI Materials,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=250C; thickness=10nm; k=18.31,HfO2,,0.0,monoclinic+amorphous,10.0,250.0,HfCl4,H2O,65,0.2,10,60.0,30,0.0003,,,1.53,400.0,2min,N2+O2_plasma,10.0,12000.0,400.0,TiN_ALD,0.0,0.98,400.0,Pt/Ti/SiO2/Si,,none,0.0,Al,30.0,p-type,1e+17,10.0,2.13,,18.31,631.69,0.45,,,,,,,1.22e-06,7.68,,,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,18.31
179,Hausmann,2005,Journal of Applied Physics,,Expanded literature-priority ALD row; HfO2 HfCl4/O2_plasma; Tsub=120C; thickness=25nm; k=29.68,HfO2,,0.0,amorphous,25.0,120.0,HfCl4,O2_plasma,118,1.0,5,10.0,5,0.005,,100.0,2.11,550.0,60s,N2,10.0,16500.0,,TaN,0.8,,,Si,(100),SiO2,0.8,TaN,50.0,p-type,1000000000000000.0,25.0,3.285,,29.68,409.58,0.05,,5.0,,0.0142,,,1.83e-06,8.99,,,,,,,anneal-stabilized,,-4350000000000.0,,,,0.8,,,,k_dielectric_constant,29.68
180,Gieraltowska,2020,Journal of Applied Physics,,Expanded literature-priority ALD row; HfO2 TDMAH/O2_plasma; Tsub=320C; thickness=25nm; k=21.31,HfO2,,0.0,amorphous,25.0,320.0,TDMAH,O2_plasma,132,3.0,30,30.0,20,0.0003,,200.0,1.9,400.0,30s,O2,50.0,12000.0,,,0.3,,450.0,Si,(100),SiO2,0.3,Al,30.0,p-type,1e+18,25.0,4.575,,21.31,294.08,-0.46,,4.51,247.7,,,,2.21e-09,9.31,0.15,,,,,,stable,2050000000000.0,,,,,0.3,,,96.9,k_dielectric_constant,21.31
181,Kim,2014,Micromachines,,Expanded literature-priority ALD row; HfO2 HfCl4/O3; Tsub=280C; thickness=15nm; k=20.46,HfO2,,0.0,monoclinic+amorphous,15.0,280.0,HfCl4,O3,106,1.0,5,5.0,20,0.005,,,1.41,400.0,10min,O2,10.0,12000.0,400.0,TiN_ALD,0.8,-0.96,400.0,Si,(100),SiO2,0.8,Au,50.0,p-type,1e+16,15.0,2.859,,20.46,470.58,,,3.89,,,,,1.69e-08,8.45,,,,,,1.02e+18,metastable,48000000000.0,,12200000000.0,,,0.8,,,,k_dielectric_constant,20.46
182,Cho,2009,Micromachines,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=280C; thickness=12nm; k=23.32,HfO2,,0.0,tetragonal,12.0,280.0,TDMAHf,O2_plasma,106,2.0,10,60.0,5,0.001,,,1.13,800.0,60s,forming_gas,10.0,24000.0,,,0.7,,,Si,(100),SiO2,0.7,Al,80.0,n-type,1e+18,12.0,2.007,,23.32,670.45,-1.08,,,,,,,1.1e-08,6.76,,2.47,,,,,metastable,1530000000000.0,,15400000000.0,,,0.7,,,,k_dielectric_constant,23.32
183,Cho,2022,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=275C; thickness=10nm; k=22.24,HfO2,,0.0,monoclinic,10.0,275.0,TDMAHf,O2_plasma,87,2.0,20,30.0,15,0.001,,150.0,1.15,,,,,,,Ni,0.7,,,Si,(100),SiO2,0.7,Ni,10.0,n-type,1e+16,10.0,1.754,,22.24,767.28,-1.57,,,-111.4,,,,2.32e-07,5.95,,2.78,stable,,,,anneal-stabilized,,2730000000000.0,,,2.43,0.7,,,,k_dielectric_constant,22.24
184,Wilk,2021,Micromachines,,Expanded literature-priority ALD row; HfO2 HfCl4/O3; Tsub=200C; thickness=25nm; k=23.4,HfO2,,0.0,amorphous,25.0,200.0,HfCl4,O3,126,0.2,10,1.0,30,0.001,,,1.99,400.0,60s,O2,50.0,12000.0,400.0,Ni,0.8,,,Si,(100),SiO2,0.8,Ni,10.0,n-type,1e+18,25.0,4.167,0.0001,23.4,322.92,,-0.06,,,0.0513,,,1.34e-09,8.12,,,,5.651,,,anneal-stabilized,,,,,,0.8,,81.0,,k_dielectric_constant,23.4
185,Gieraltowska,2007,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 TDMAHf/H2O; Tsub=85C; thickness=7nm; k=24.71,HfO2,,0.0,monoclinic,7.0,85.0,TDMAHf,H2O,32,0.5,10,60.0,5,0.0001,,,2.21,500.0,5min,O2,50.0,15000.0,,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,Al,30.0,p-type,1e+17,7.0,1.105,0.001,24.71,1217.85,-1.54,,,,,,,3.24e-07,5.89,,,yes,,,,anneal-stabilized,377000000000.0,-1080000000000.0,1100000000.0,,0.79,0.7,,,,k_dielectric_constant,24.71
186,Conley,2003,Journal of Applied Physics,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=400C; thickness=30nm; k=23.87,HfO2,,0.0,tetragonal,30.0,400.0,HfCl4,H2O,150,2.0,15,0.5,20,0.001,,,2.0,400.0,60s,forming_gas,50.0,12000.0,,TiN_ALD,0.0,,400.0,Pt/Ti/SiO2/Si,,none,0.0,TiN,30.0,p-type,1e+16,30.0,4.902,,23.87,274.5,,,,,,,,3.82e-08,8.07,,,,,,,metastable,,,,,,0.0,,,112.6,k_dielectric_constant,23.87
187,Cho,2018,Micromachines,,Expanded literature-priority ALD row; HfO2 TEMAH/O3; Tsub=280C; thickness=4nm; k=26.1,HfO2,,0.0,tetragonal,4.0,280.0,TEMAH,O3,17,2.0,30,0.1,30,0.0003,,,2.32,750.0,30s,N2+O2_plasma,10.0,22500.0,750.0,TiN_ALD,0.0,,,TiN,,none,0.0,Au,80.0,n-type,1e+16,4.0,0.598,,26.1,2251.12,-1.34,,3.24,,,,,1.08e-06,8.64,,,no,,,,stable,,,,2.62,,0.0,,,,k_dielectric_constant,26.1
188,Gieraltowska,2013,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=280C; thickness=20nm; k=26.76,HfO2,,0.0,monoclinic,20.0,280.0,TDMAHf,O2_plasma,109,1.0,30,10.0,15,0.0001,,250.0,1.84,800.0,30s,forming_gas,25.0,24000.0,800.0,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TaN,30.0,n-type,1e+17,20.0,2.915,0.0001,26.76,461.61,1.13,,,,,,,1.08e-09,8.68,,,yes,6.993,,,metastable,,-3630000000000.0,,,,0.5,,119.6,,k_dielectric_constant,26.76
189,Kim,2002,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 HfCl4/O2_plasma; Tsub=100C; thickness=7nm; k=30.72,HfO2,,0.0,monoclinic,7.0,100.0,HfCl4,O2_plasma,37,0.2,30,30.0,5,0.0003,,150.0,1.88,500.0,10min,O2,10.0,15000.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TaN,10.0,n-type,1e+18,7.0,0.889,,30.72,1514.06,-0.26,,,,0.0551,,,2.45e-07,5.53,,,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,30.72
190,Kim,2017,Journal of Applied Physics,,Expanded literature-priority ALD row; HfO2 HfCl4/O2_plasma; Tsub=85C; thickness=10nm; k=29.6,HfO2,,0.0,tetragonal,10.0,85.0,HfCl4,O2_plasma,53,0.1,15,20.0,10,0.005,,100.0,1.9,450.0,5min,N2,10.0,13500.0,,,0.7,,,Si,(100),SiO2,0.7,Au,80.0,p-type,1e+17,10.0,1.318,,29.6,1021.2,,,1.05,,,,,1.54e-08,7.91,,,,,,,anneal-stabilized,,-889000000000.0,,,,0.7,,,,k_dielectric_constant,29.6
191,Gieraltowska,2016,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 HfCl4/O3; Tsub=180C; thickness=4nm; k=26.38,HfO2,,0.0,monoclinic,4.0,180.0,HfCl4,O3,20,3.0,15,1.0,5,0.001,,,2.01,800.0,10min,forming_gas,25.0,24000.0,800.0,Au,0.0,,,TiN,,none,0.0,Au,10.0,n-type,1e+16,4.0,0.591,,26.38,2275.28,,,3.25,,,,,2.83e-06,6.28,,,yes,,,,anneal-stabilized,,-1900000000000.0,4250000000.0,,,0.0,,,,k_dielectric_constant,26.38
192,Gieraltowska,2017,MRS Proceedings,,Expanded literature-priority ALD row; HfO2 TEMAH/H2O; Tsub=150C; thickness=3nm; k=17.51,HfO2,,0.0,amorphous,3.0,150.0,TEMAH,H2O,23,0.5,5,1.0,5,1e-05,,,1.3,800.0,60s,forming_gas,10.0,24000.0,800.0,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,TaN,20.0,n-type,1e+16,3.0,0.668,,17.51,2013.65,,,,,,,,1.5e-09,6.18,,,,3.984,,,stable,,,,,1.91,0.7,,,,k_dielectric_constant,17.51
193,Conley,2002,Micromachines,,Expanded literature-priority ALD row; HfO2 TDMAHf/O2_plasma; Tsub=200C; thickness=25nm; k=31.59,HfO2,,0.0,tetragonal,25.0,200.0,TDMAHf,O2_plasma,132,1.0,10,60.0,10,3e-05,,,1.89,700.0,10min,O2,10.0,21000.0,700.0,TiN_ALD,0.3,,400.0,Si,(100),SiO2,0.3,TiN,50.0,n-type,1e+16,25.0,3.086,,31.59,435.94,,,,138.5,,,,4.41e-07,5.68,0.4,,,7.641,,,metastable,696000000000.0,,1560000000.0,,,0.3,,,,k_dielectric_constant,31.59
194,Cho,2014,MDPI Materials,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=275C; thickness=30nm; k=22.8,HfO2,,0.0,monoclinic+amorphous,30.0,275.0,HfCl4,H2O,214,0.2,20,5.0,5,0.0003,,,1.4,800.0,5min,O2,25.0,24000.0,,TaN,0.0,0.13,400.0,TiN,,none,0.0,TaN,20.0,n-type,1e+17,30.0,5.132,,22.8,262.2,,-0.27,,-112.5,,,,1.15e-09,8.82,2.29,,,,,1.43e+18,stable,,,,,,0.0,,,,k_dielectric_constant,22.8
195,Cho,2012,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 HfCl4/H2O; Tsub=200C; thickness=20nm; k=21.07,HfO2,,0.0,monoclinic,20.0,200.0,HfCl4,H2O,116,0.2,20,60.0,20,0.005,,,1.72,650.0,5min,N2+O2_plasma,50.0,19500.0,650.0,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,Al,20.0,p-type,1000000000000000.0,20.0,3.702,,21.07,363.46,,,,-31.9,,,,1.14e-08,8.43,,,no,,,,anneal-stabilized,,,,,,0.7,,,,k_dielectric_constant,21.07
196,Conley,2003,Applied Physics Letters,,Expanded literature-priority ALD row; HfO2 TEMAH/O2_plasma; Tsub=85C; thickness=10nm; k=18.31,HfO2,,0.0,amorphous,10.0,85.0,TEMAH,O2_plasma,75,3.0,20,30.0,20,1e-05,,250.0,1.33,750.0,2min,N2,25.0,22500.0,750.0,,0.0,0.08,,TiN,,none,0.0,Al,30.0,n-type,1e+16,10.0,2.13,,18.31,631.69,-0.11,,,206.7,,,,4.02e-09,9.33,,,,7.747,,,anneal-stabilized,,1460000000000.0,3490000000.0,1.47,,0.0,,,154.1,k_dielectric_constant,18.31
