row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
55,Martella,2023,Applied Surface Science,10.1016/j.apsusc.2023.157248,HfO2 TDMAHf/H2O 290C on MoS2/Au; 80cy=7.1nm; localized BD spots,HfO2,,0,amorphous,7.1,290,TDMAHf,H2O,80,,,,,10Pa,,,0.88,,,N2,,,,,,,,MoS2_2D,,none,0.0,Au,,n-type,1000000000000.0,7.1,,,18.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
56,Zhang,2016,Journal of Alloys and Compounds,10.1016/j.jallcom.2016.07.283,HfO2 on n-GaAs; Dit=8.12e12; self-cleaning effect study,HfO2,,0,amorphous,10.0,300,TEMAH,H2O,100,,,,,,,,1.0,600.0,30s,N2,,,,TaN,0.5,,,GaAs,(100),Ga2O3/GeO2,0.5,TaN,30.0,n-type,5e+17,10.0,,,18.0,,,,,,,,,1e-6,5.5,,,,,,,stable,8120000000000.0,,,2.1,2.8,0.5,,,,,
57,Zhang,2016,Journal of Alloys and Compounds,10.1016/j.jallcom.2016.07.283,HfAlO on n-GaAs; self-cleaning; best frequency dispersion & k,HfAlO,Al,10,amorphous,10.0,300,TEMAH+TMA,H2O,90+10,,,,,,10,,1.0,600.0,30s,N2,,,,TaN,0.5,,,GaAs,(100),Ga2O3/GeO2,0.3,TaN,30.0,n-type,5e+17,10.0,,,22.0,,,,,,,,,5e-7,6.5,,,,,,,stable,300000000000.0,,,2.1,2.8,0.3,,,,,
58,Liu_ZrO2,2019,Nanoscale Research Letters,10.1186/s11671-019-2989-8,ZrO2 TDMAZ/O3 200C; k=32.57; 100cycles,ZrO2,,0,cubic+orthorhombic,12.5,200,TDMAZ,O3,100,,,,,atm,,,1.25,800.0,30s,N2,50.0,24000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,p-type,1000000000000000.0,12.5,1.2,,32.57,,,,,,,,,3.3e-6,6.5,,,,,,,stable,,,,,,,,,,,
59,Liu_ZrO2,2019,Nanoscale Research Letters,10.1186/s11671-019-2989-8,ZrO2 TDMAZ/O3 250C; k=32.57; 100cycles,ZrO2,,0,monoclinic+orthorhombic,12.5,250,TDMAZ,O3,100,,,,,atm,,,1.25,800.0,30s,N2,50.0,24000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,p-type,1000000000000000.0,12.5,1.2,,32.57,,,,,,,,,3.3e-6,6.5,,,,,,,stable,,,,,,,,,,,
60,Liu_ZrO2,2019,Nanoscale Research Letters,10.1186/s11671-019-2989-8,ZrO2 TDMAZ/O3 300C; k=28.0; 100cycles,ZrO2,,0,monoclinic,12.5,300,TDMAZ,O3,100,,,,,atm,,,1.1,800.0,30s,N2,50.0,24000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,p-type,1000000000000000.0,12.5,1.2,,28.0,,,,,,,,,3.3e-6,6.5,,,,,,,stable,,,,,,,,,,,
61,Liu_ZrO2,2019,Nanoscale Research Letters,10.1186/s11671-019-2989-8,ZrO2 TDMAZ/O3 350C; k=22.0; 100cycles,ZrO2,,0,monoclinic,12.5,350,TDMAZ,O3,100,,,,,atm,,,0.9,800.0,30s,N2,50.0,24000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,p-type,1000000000000000.0,12.5,1.2,,22.0,,,,,,,,,3.3e-6,6.5,,,,,,,stable,,,,,,,,,,,
62,Hartmann,2024,arXiv,2407.04501,Al2O3 TMA/H2O 200C; k=9.0 at 300K; k=7.74 at 3K (14% reduction),Al2O3,,0,amorphous,9.0,200,TMA,H2O,90,1.0,20,2.0,20,,,,1.0,,,N2,,,,,,,,MIM,,none,0.0,Al,50.0,n-type,1e+18,9.0,,,9.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
63,Hartmann,2024,arXiv,2407.04501,HfO2 TDMAH/H2O 130C; k=25 at 300K; k=22.75 at 3K; amorphous,HfO2,,0,amorphous,10.0,130,TDMAH,H2O,100,1.0,20,2.0,20,,,,1.0,,,N2,,,,,,,,MIM,,none,0.0,Al,50.0,n-type,1e+18,10.0,,,25.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
64,Azcatl,2014,ACS Applied Materials Interfaces,10.1021/am5032105,Al2O3 TMA/O3 200C on MoS2; uniform coverage; Mo-oxide interlayer side-effect,Al2O3,,0,amorphous,4.0,200,TMA,O3,40,,,,,,,,1.0,,,N2,,,,,,,,MoS2_2D,,MoOx,0.3,Au,,n-type,1000000000000.0,4.0,,,8.5,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
65,Azcatl,2014,ACS Applied Materials Interfaces,10.1021/am5032105,Al2O3 TMA/H2O 200C on MoS2; incomplete nucleation; poor coverage,Al2O3,,0,amorphous,4.0,200,TMA,H2O,40,,,,,,,,1.0,,,N2,,,,,,,,MoS2_2D,,none,0.0,Au,,n-type,1000000000000.0,4.0,,,7.8,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
66,Frontiers_Nano,2025,Frontiers in Nanotechnology,10.3389/fnano.2025.1621554,HfO2 TDMAHf/H2O Ar 250C; TiN substrate; 100cy=10.28nm; memristor,HfO2,,0,amorphous,10.28,250,TDMAHf,H2O,100,0.25,5.0,0.06,5.0,,,,1.028,,,Ar,,,,,,,,TiN,,none,0.0,TiN,30.0,n-type,1e+20,10.28,,,20.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
67,Frontiers_Nano,2025,Frontiers in Nanotechnology,10.3389/fnano.2025.1621554,Ta2O5 PDMATa/H2O Ar 250C; TiN substrate; 80cy=6.74nm; memristor bilayer,Ta2O5,,0,amorphous,6.74,250,PDMATa,H2O,80,0.6,5.0,0.06,5.0,,,,0.842,,,Ar,,,,,,,,TiN,,none,0.0,TiN,30.0,n-type,1e+20,6.74,,,25.0,,,,,,,,,1e-6,5.0,,,,,,,stable,,,,,,,,,,,
68,ACS_Omega,2025,ACS Omega,10.1021/acsomega.5c01112,HZO PEALD purge=3s; anneal 650C N2; Short purge 3s â higher monoclinic fraction,Hf0.5Zr0.5O2,Zr,50,monoclinic+orthorhombic,10.0,300,TEMA-Hf+TEMA-Zr,O2_plasma,100,,3,,3,,50,150.0,1.0,650.0,30s,N2,50.0,19500.0,,TiN,,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,,,32.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
69,ACS_Omega,2025,ACS Omega,10.1021/acsomega.5c01112,HZO PEALD purge=5s; anneal 650C N2; Purge 5s â mixed o+m,Hf0.5Zr0.5O2,Zr,50,orthorhombic+monoclinic,10.0,300,TEMA-Hf+TEMA-Zr,O2_plasma,100,,5,,5,,50,150.0,1.0,650.0,30s,N2,50.0,19500.0,,TiN,,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,,,32.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
70,ACS_Omega,2025,ACS Omega,10.1021/acsomega.5c01112,HZO PEALD purge=10s; anneal 650C N2; Purge 10s â o-phase dominant,Hf0.5Zr0.5O2,Zr,50,orthorhombic,10.0,300,TEMA-Hf+TEMA-Zr,O2_plasma,100,,10,,10,,50,150.0,1.0,650.0,30s,N2,50.0,19500.0,,TiN,,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,,,32.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
71,ACS_Omega,2025,ACS Omega,10.1021/acsomega.5c01112,HZO PEALD purge=90s; anneal 650C N2; Purge 90s â maximum o-III ferroelectric phase,Hf0.5Zr0.5O2,Zr,50,orthorhombic_o-III,10.0,300,TEMA-Hf+TEMA-Zr,O2_plasma,100,,90,,90,,50,150.0,1.0,650.0,30s,N2,50.0,19500.0,,TiN,,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,,,32.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
72,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,HfAlO Al=0.5% Mo electrode; k=24.0; near-pure HfO2; monoclinic; high k,HfAlO,Al,0.5,monoclinic,70.0,250,TDMAHf+TMA,H2O,varies,,,,,atm,0.5,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,24.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
73,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,HfAlO Al=2.1% Mo electrode; k=22.0; low Al; mixed phase,HfAlO,Al,2.1,monoclinic+cubic,70.0,250,TDMAHf+TMA,H2O,varies,,,,,atm,2.1,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,22.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
74,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,HfAlO Al=4.8% Mo electrode; k=19.0; mid Al; tetragonal stabilized,HfAlO,Al,4.8,tetragonal+cubic,70.0,250,TDMAHf+TMA,H2O,varies,,,,,atm,4.8,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,19.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
75,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,HfAlO Al=9.7% Mo electrode; k=15.0; high Al; amorphous-like; lower k,HfAlO,Al,9.7,cubic_amorphous,70.0,250,TDMAHf+TMA,H2O,varies,,,,,atm,9.7,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,15.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
76,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,ZrAlO Al=1.0% Mo electrode; k=30.0; low Al ZrO2; tetragonal,ZrAlO,Al,1.0,tetragonal,70.0,250,TDMAZr+TMA,H2O,varies,,,,,atm,1.0,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,30.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
77,Park_AMI,2015,ACS Applied Materials Interfaces,10.1021/am506525s,ZrAlO Al=10.0% Mo electrode; k=20.0; high Al ZrO2; amorphous,ZrAlO,Al,10.0,cubic_amorphous,70.0,250,TDMAZr+TMA,H2O,varies,,,,,atm,10.0,,1.0,,,N2,,,,Mo,0.5,,,Si,(100),SiO2,0.5,Mo,30.0,p-type,1000000000000000.0,70.0,,,20.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
78,Beilstein,2015,Beilstein Journal of Nanotechnology,10.3762/bjnano.6.58,Al2O3 AlCl3/H2O N2 300C; AR coating; LIDT=40 J/cm2 at 1064nm,Al2O3,,0,amorphous,,300,AlCl3,H2O,100,0.1,6.0,0.1,2.0,atm,,,1.0,,,N2,,,,,,,,Si,,none,0.0,Al,50.0,p-type,1000000000000000.0,,,,9.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
79,Beilstein,2015,Beilstein Journal of Nanotechnology,10.3762/bjnano.6.58,HfO2/Al2O3 AR multilayer HfCl4+AlCl3/H2O N2 300C; LIDT=18 J/cm2,HfO2/Al2O3_multilayer,,0,amorphous,,300,HfCl4+AlCl3,H2O,varies,1.6_0.1,5.0_6.0,0.1,1.0_2.0,atm,,,1.0,,,N2,,,,,,,,Si,,none,0.0,Al,50.0,p-type,1000000000000000.0,,,,14.0,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
80,arXiv_2601,2026,arXiv preprint,2601.02619,SrTiO3 ALD wafer-scale; k=291; barrier-layer leakage engineering,SrTiO3,,0,perovskite,,,Sr+Ti_precursors,O3,,,,,,,,,,,,N2,,,,,,,,Si,(100),SrTiOx,0.5,TiN,10.0,p-type,1000000000000000.0,,,,291,,,,,,,,,1e-5,3.0,,,,,,,stable,,,,,,,,,,,
81,Alam,2024,arXiv preprint,2512.09391,SrTiO3 nanomembrane 50nm on GaN MOSCAP; k=50-82; no leakage to 6V,SrTiO3,,0,perovskite_monoclinic,50.0,RT,nanomembrane_transfer,,,,,,,,,,,250.0,60s,ambient,10.0,15000.0,,,,,,GaN,,GaOx,0.3,Au,50.0,n-type,1e+17,50.0,,,66,,,,negligible,,,,,negligible,,,,,,,,stable,,,,,,,,,,,
82,Alam,2024,arXiv preprint,2512.09391,SrTiO3 nanomembrane 200nm on GaN MOSCAP; k=115-186; no leakage to 11V,SrTiO3,,0,perovskite_monoclinic,200.0,RT,nanomembrane_transfer,,,,,,,,,,,250.0,60s,ambient,10.0,15000.0,,,,,,GaN,,GaOx,0.3,Au,50.0,n-type,1e+17,200.0,,,150,,,,negligible,,,,,negligible,,,,,,,,stable,,,,,,,,,,,
83,ACS_JPCC,2022,Journal of Physical Chemistry C,10.1021/acs.jpcc.2c04425,TiO2 TDMAT/O2 high-T; GPC drops with T due to OH depletion; anatase/rutile,TiO2,,0,anatase+rutile,,300,TDMAT,O2,100,,,,,,,,0.5,600.0,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50.0,p-type,1000000000000000.0,,,,40.0,,,,,,,,,1e-5,2.5,,,,,,,stable,,,,,,,,,,,
84,ACS_JPCC,2022,Journal of Physical Chemistry C,10.1021/acs.jpcc.2c04425,TiO2 TTIP/O2 high-T; comparison precursor study,TiO2,,0,anatase,,400,TTIP,O2,100,,,,,,,,0.4,600.0,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50.0,p-type,1000000000000000.0,,,,55.0,,,,,,,,,5e-5,2.0,,,,,,,stable,,,,,,,,,,,
85,Sharma,2020,J. Vacuum Science Technology A,10.1116/6.0000395,HfO2 PEALD HfCp(NMe2)3/O2-plasma; novel mixed Cp-amide precursor,HfO2,,0,monoclinic,10.0,300,HfCp(NMe2)3,O2_plasma,100,,,,,,,100.0,1.1,500.0,30s,N2,50.0,15000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,,,21.0,,,,,,,,,5e-8,8.0,,,,,,,stable,,,,,,,,,,,
86,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,Y2O3 tabulated reference; k=15; BG=6.0eV,Y2O3,,0,cubic,,,,,,,,,,,,,,,,,,,,,,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,,,,15,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
87,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,TiO2 tabulated reference; k=80; BG=3.5eV,TiO2,,0,rutile,,,,,,,,,,,,,,,,,,,,,,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,,,,80,,,,,,,,,,,,,,,,,stable,,,,,,,,,,,
88,La_Al_Oxide,2020,Journal of Alloys and Compounds,10.1016/j.jallcom.2020.156182,La2O3-Al2O3 sol-gel La:Al=2:8; k=10.72; Jg=1.7e-10 at 2MV/cm; IGZO TFT,LaAlO_solgel,La,20,amorphous,,photo_anneal,La(NO3)3+Al(NO3)3,sol-gel,,,,,,atm,,,,250.0,UV_photo,ambient,10.0,2500.0,,,0.5,,,flexible_substrate,,none,0.0,ITO,50.0,n-type,1e+17,,,,10.72,,,,,,,,,1.7e-10,4.8,,,,,,,stable,,,,,,,,8.5,,,
89,Duempelmann,2017,Journal of Materials Chemistry C,10.1039/C6TC05158H,BaTiO3 ALD perovskite; ultra-high k; Ba:Ti ratio critical,BaTiO3,,0,perovskite,,250,Ba+Ti_precursors,H2O_O3,100,,,,,,,,,700.0,30s,O2,50.0,21000.0,,,,,,Si,(100),TiO2_seed,1.0,Pt,30.0,p-type,1000000000000000.0,,,,150,,,,,,,,,1e-5,3.0,,,,,,,stable,,,,,,,,,,,
90,ACS_AMI_2025,2025,ACS Applied Materials Interfaces,10.1021/acsami.5c11791,ZrO2 MCPZr novel precursor 350C; high-T window for HZO co-deposition,ZrO2,,0,tetragonal,10.0,350,MCPZr,H2O,100,,,,,,,,1.1,700.0,30s,N2,50.0,21000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,10.0,1.0,,30.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
91,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 300C; high-T precursor; k=24.0,HfO2,,0,monoclinic+tetragonal,50.0,300,Cp2Hf(CH3)2,H2O,varies,,,,,,,,1.2,600.0,30s,N2,50.0,18000.0,,,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,50.0,,,24.0,,,,,,,,,1e-7,7.5,,,,,,,stable,,,,,,,,,,,
92,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 350C; high-T precursor; k=22.0,HfO2,,0,monoclinic,50.0,350,Cp2Hf(CH3)2,H2O,varies,,,,,,,,1.1,600.0,30s,N2,50.0,18000.0,,,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,50.0,,,22.0,,,,,,,,,1e-7,7.5,,,,,,,stable,,,,,,,,,,,
93,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 400C; high-T precursor; k=20.0,HfO2,,0,monoclinic,50.0,400,Cp2Hf(CH3)2,H2O,varies,,,,,,,,0.9,600.0,30s,N2,50.0,18000.0,,,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,50.0,,,20.0,,,,,,,,,1e-7,7.5,,,,,,,stable,,,,,,,,,,,
94,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 450C; high-T precursor; k=18.0,HfO2,,0,monoclinic,50.0,450,Cp2Hf(CH3)2,H2O,varies,,,,,,,,0.7,600.0,30s,N2,50.0,18000.0,,,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,50.0,,,18.0,,,,,,,,,1e-7,7.5,,,,,,,stable,,,,,,,,,,,
95,Niinisto,2004,J Electrochemical Society,10.1149/1.1752465,HfO2 Cp2Hf(CH3)2/H2O 500C; high-T precursor; k=15.0,HfO2,,0,monoclinic,50.0,500,Cp2Hf(CH3)2,H2O,varies,,,,,,,,0.5,600.0,30s,N2,50.0,18000.0,,,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,50.0,,,15.0,,,,,,,,,1e-7,7.5,,,,,,,stable,,,,,,,,,,,
96,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 250C; extended ALD window 250-450C; k=32.0,ZrO2,,0,tetragonal,15.0,250,CpZr(NMe2)3,H2O,varies,,,,,,,,1.2,700.0,30s,N2,50.0,21000.0,,Au,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,15.0,1.3,,32.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
97,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 300C; extended ALD window 250-450C; k=31.0,ZrO2,,0,tetragonal,15.0,300,CpZr(NMe2)3,H2O,varies,,,,,,,,1.1,700.0,30s,N2,50.0,21000.0,,Au,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,15.0,1.3,,31.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
98,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 350C; extended ALD window 250-450C; k=28.0,ZrO2,,0,tetragonal+monoclinic,15.0,350,CpZr(NMe2)3,H2O,varies,,,,,,,,1.0,700.0,30s,N2,50.0,21000.0,,Au,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,15.0,1.3,,28.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
99,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 400C; extended ALD window 250-450C; k=24.0,ZrO2,,0,monoclinic,15.0,400,CpZr(NMe2)3,H2O,varies,,,,,,,,0.9,700.0,30s,N2,50.0,21000.0,,Au,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,15.0,1.3,,24.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
100,Niinisto_ZrO2,2010,Chemistry of Materials,10.1021/cm100684m,ZrO2 mixed-Cp-amide 450C; extended ALD window 250-450C; k=20.0,ZrO2,,0,monoclinic,15.0,450,CpZr(NMe2)3,H2O,varies,,,,,,,,0.8,700.0,30s,N2,50.0,21000.0,,Au,0.5,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,15.0,1.3,,20.0,,,,,,,,,1e-7,7.0,,,,,,,stable,,,,,,,,,,,
101,Niinisto_Cp,2009,Journal of Crystal Growth,10.1016/j.jcrysgro.2009.10.028,HfO2 novel Cp-based precursor 300C; TiN substrate; C<0.5%; H<1%; 50nm,HfO2,,0,monoclinic+tetragonal,50.0,300,CpHf_novel,H2O,varies,,,,,,,,1.1,600.0,30s,N2,50.0,18000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,50.0,,,22.0,,,,,,,,,5e-8,8.0,,,,,,,stable,,,,,,0.5,<0.1,,,,
102,Niinisto_Cp,2009,Journal of Crystal Growth,10.1016/j.jcrysgro.2009.10.028,Y:HfO2 novel Cp precursor 300C; Y-doping stabilizes cubic/tetragonal,HfYO,Y,5,cubic+tetragonal,50.0,300,CpHf_novel+Y_precursor,H2O,varies,,,,,,10,,1.1,600.0,30s,N2,50.0,18000.0,,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,50.0,,,38.0,,,,,,,,,1e-8,8.5,,,,,,,stable,,,,,,,,,,,
103,ACS_AEM_2022,2022,ACS Applied Electronic Materials,10.1021/acsaelm.2c00402,HZO/HfO2 MFIS gate stack; ferroelectric memory; retention+endurance study,Hf0.5Zr0.5O2/HfO2,Zr,50,orthorhombic+amorphous,12.0,250,TEMAH+TEMAZr,O3,120+20,,,,,,50,,1.0,500.0,30s,N2,50.0,15000.0,,TiN,0.5,,,Si,(100),HfO2,2.0,TiN,10.0,p-type,1000000000000000.0,12.0,,,28.0,,,,,,,18.0,1.2,5e-8,7.0,,,,,,,stable,50000000000.0,,,,,2.0,,,50.0,,
104,Park_TiO2,2019,J. Vacuum Science Technology A,10.1116/1.5093199,TiO2 TDMAT/O2-plasma PEALD; ion impact on GPC; bias voltage study,TiO2,,0,anatase,15.0,250,TDMAT,O2_plasma,150,,,,,,,200.0,0.5,500.0,30s,N2,50.0,12500.0,,,,,,Si,(100),SiO2,0.5,Al,50.0,p-type,1000000000000000.0,15.0,,,55.0,,,,,,,,,1e-5,3.0,,,,,,,stable,,,,,,,,,,,
105,Robertson,2004,Eur Phys J Applied Physics,10.1051/epjap:2004206,Ta2O5 review reference; k=22; BG=4.4eV; ÎEC=0.35eV to Si (too small!),Ta2O5,,0,amorphous,,,,,,,,,,,,,,,,,,,,,,,,Si,(100),SiO2,0.5,Au,50.0,p-type,1000000000000000.0,,,,22.0,,,,,,,,,,,,,,,,,stable,,,,0.3,0.35,,,,,,
106,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,,,amorphous,100.0,85,TDMAH,H2O,7143.0,0.08,10.0,0.08,10.0,,,,1.4,,,,,,,,,,,n-type Si,(100),,,,,,,,,,21.0,1.85,,,,,,,,2e-06,1.0,,,,,,,amorphous,,1500000000000.0,,,,,,,,,
107,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,,,orthorhombic + monoclinic,600.0,350,TDMAH,H2O,46154.0,0.1,10.0,0.1,10.0,,,,1.3,,,,,,,,,,,n-type Si,(100),,,,,,,,,,30.0,,,,,,,,,,,,,,,,,orthorhombic + monoclinic,,,,,,,,,,,
108,Sylwia Gieraltowska,2023,Materials,10.3390/ma16114077,,HfO2,N,4.5,orthorhombic + monoclinic,550.0,200,TDMAH,H2O/NH3,42308.0,0.1,10.0,0.1,10.0,,,,1.3,,,,,,,,,,,n-type Si,(100),,,,,,,,,,26.0,,,,,,,,,,,,,,,,,orthorhombic + monoclinic,,,,,,,,,,,
109,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,15.2,250,CpZr(NMe2)3/C7H8,O3,,,,,,,,,,,,,,,,,,,,Si,(100),,,TiN,,,,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,20.0,300,CpZr(NMe2)3/C7H8,O3,,,,,,,,,,,,,,,,,,,,Si,(100),,,TiN,,,,,,,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Jong-Ki An,2018,Materials,10.3390/ma11030386,,ZrO2,,,tetragonal + monoclinic mixture,18.4,350,CpZr(NMe2)3/C7H8,O3,,,,,,,,,,,,,,,,,,,,Si,(100),,,TiN,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Zhigang Xiao,2020,Crystals,10.3390/cryst10020136,,HfO2,,,,10.0,270,TDMAH,O2 plasma,100.0,0.1,,0.1,,5e-07,,400.0,1.0,400.0,20 min,vacuum,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,polycrystalline,,,,,,,,,,Carbon content (at%),11.0
113,Zhigang Xiao,2020,Crystals,10.3390/cryst10020136,,ZrO2,,,,10.0,270,TDMAZ,O2 plasma,100.0,0.1,,0.1,,5e-07,,400.0,1.0,400.0,20 min,vacuum,,,,,,,,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,polycrystalline,,,,,,,,,,Carbon content (at%),2.0
